departamento,cultivo,anio,periodo,area_sembrada,area_cosechada,produccion,rendimiento,ciclo_cultivo
boyaca,acelga,2006,2006B,2.0,1.0,1.0,1.0,transitorio
cundinamarca,acelga,2006,2006B,82.0,80.0,1440.0,18.0,transitorio
cundinamarca,acelga,2006,2006B,2.0,2.0,26.0,17.33,transitorio
norte de santander,acelga,2006,2006B,3.0,3.0,48.0,16.0,transitorio
norte de santander,acelga,2006,2006B,1.0,1.0,5.0,10.0,transitorio
santander,acelga,2006,2006B,1.0,1.0,6.0,6.0,transitorio
cundinamarca,acelga,2007,2007A,72.0,70.0,1260.0,18.0,transitorio
cundinamarca,acelga,2007,2007A,2.0,2.0,34.0,17.0,transitorio
norte de santander,acelga,2007,2007A,1.0,1.0,5.0,10.0,transitorio
santander,acelga,2007,2007A,1.0,1.0,6.0,6.0,transitorio
boyaca,acelga,2007,2007B,1.0,1.0,1.0,1.0,transitorio
cauca,acelga,2007,2007B,2.0,2.0,10.0,5.0,transitorio
cundinamarca,acelga,2007,2007B,62.0,60.0,1080.0,18.0,transitorio
cundinamarca,acelga,2007,2007B,1.0,1.0,11.0,8.0,transitorio
norte de santander,acelga,2007,2007B,3.0,3.0,48.0,16.0,transitorio
norte de santander,acelga,2007,2007B,1.0,1.0,5.0,10.0,transitorio
cauca,acelga,2008,2008A,2.0,1.0,5.0,4.5,transitorio
cundinamarca,acelga,2008,2008A,62.0,60.0,1080.0,18.0,transitorio
cundinamarca,acelga,2008,2008A,2.0,1.0,10.0,8.33,transitorio
norte de santander,acelga,2008,2008A,3.0,3.0,48.0,16.0,transitorio
norte de santander,acelga,2008,2008A,1.0,1.0,5.0,10.0,transitorio
cauca,acelga,2008,2008B,2.0,1.0,5.0,4.8,transitorio
cundinamarca,acelga,2008,2008B,65.0,61.0,1098.0,18.0,transitorio
cundinamarca,acelga,2008,2008B,1.0,1.0,19.0,16.67,transitorio
norte de santander,acelga,2008,2008B,3.0,3.0,48.0,16.0,transitorio
norte de santander,acelga,2008,2008B,1.0,1.0,5.0,10.0,transitorio
cauca,acelga,2009,2009A,1.0,1.0,0.0,0.5,transitorio
cundinamarca,acelga,2009,2009A,6.0,6.0,106.0,18.63,transitorio
cundinamarca,acelga,2009,2009A,1.0,1.0,9.0,9.0,transitorio
cundinamarca,acelga,2009,2009A,0.0,0.0,0.0,0.32,transitorio
norte de santander,acelga,2009,2009A,2.0,2.0,32.0,16.0,transitorio
norte de santander,acelga,2009,2009A,1.0,1.0,5.0,10.0,transitorio
valle del cauca,acelga,2009,2009A,8.0,8.0,16.0,2.0,transitorio
cauca,acelga,2009,2009B,1.0,1.0,0.0,0.5,transitorio
cundinamarca,acelga,2009,2009B,6.0,6.0,205.0,36.0,transitorio
cundinamarca,acelga,2009,2009B,2.0,2.0,18.0,9.0,transitorio
cundinamarca,acelga,2009,2009B,0.0,0.0,0.0,0.32,transitorio
norte de santander,acelga,2009,2009B,2.0,2.0,32.0,16.0,transitorio
norte de santander,acelga,2009,2009B,1.0,1.0,5.0,10.0,transitorio
caldas,acelga,2010,2010A,1.0,1.0,4.0,5.0,transitorio
cauca,acelga,2010,2010A,1.0,1.0,1.0,1.0,transitorio
cundinamarca,acelga,2010,2010A,5.0,5.0,125.0,25.0,transitorio
cundinamarca,acelga,2010,2010A,1.0,1.0,0.0,0.25,transitorio
norte de santander,acelga,2010,2010A,3.0,3.0,40.0,16.0,transitorio
norte de santander,acelga,2010,2010A,1.0,1.0,5.0,10.0,transitorio
putumayo,acelga,2010,2010A,1.0,1.0,3.0,2.7,transitorio
santander,acelga,2010,2010A,13.0,13.0,26.0,2.0,transitorio
boyaca,acelga,2010,2010B,0.0,0.0,0.0,0.28,transitorio
caldas,acelga,2010,2010B,1.0,1.0,4.0,5.0,transitorio
cundinamarca,acelga,2010,2010B,5.0,5.0,120.0,24.0,transitorio
cundinamarca,acelga,2010,2010B,1.0,1.0,0.0,0.25,transitorio
norte de santander,acelga,2010,2010B,3.0,3.0,40.0,16.0,transitorio
norte de santander,acelga,2010,2010B,1.0,1.0,5.0,10.0,transitorio
putumayo,acelga,2010,2010B,2.0,1.0,4.0,2.7,transitorio
santander,acelga,2010,2010B,12.0,11.0,22.0,2.0,transitorio
boyaca,acelga,2011,2011A,40.0,35.0,630.0,18.0,transitorio
cundinamarca,acelga,2011,2011A,10.0,9.0,171.0,19.0,transitorio
cundinamarca,acelga,2011,2011A,9.0,6.0,30.0,5.0,transitorio
cundinamarca,acelga,2011,2011A,1.0,1.0,5.0,9.0,transitorio
norte de santander,acelga,2011,2011A,2.0,2.0,24.0,16.0,transitorio
boyaca,acelga,2011,2011B,300.0,300.0,5400.0,18.0,transitorio
boyaca,acelga,2011,2011B,0.0,0.0,0.0,0.28,transitorio
cundinamarca,acelga,2011,2011B,10.0,9.0,54.0,6.0,transitorio
cundinamarca,acelga,2011,2011B,5.0,5.0,150.0,30.0,transitorio
cundinamarca,acelga,2011,2011B,1.0,1.0,5.0,9.0,transitorio
norte de santander,acelga,2011,2011B,2.0,2.0,24.0,16.0,transitorio
norte de santander,acelga,2011,2011B,1.0,1.0,5.0,10.0,transitorio
boyaca,acelga,2012,2012A,2.0,1.0,1.0,1.0,transitorio
cauca,acelga,2012,2012A,14.0,13.0,286.0,22.0,transitorio
cundinamarca,acelga,2012,2012A,9.0,8.0,96.0,12.0,transitorio
cundinamarca,acelga,2012,2012A,3.0,2.0,50.0,20.0,transitorio
cundinamarca,acelga,2012,2012A,1.0,1.0,24.0,20.0,transitorio
norte de santander,acelga,2012,2012A,1.0,1.0,16.0,16.0,transitorio
tolima,acelga,2012,2012A,5.0,5.0,15.0,3.0,transitorio
valle del cauca,acelga,2012,2012A,8.0,8.0,16.0,2.0,transitorio
boyaca,acelga,2012,2012B,1.0,1.0,1.0,1.0,transitorio
cauca,acelga,2012,2012B,16.0,14.0,308.0,22.0,transitorio
cundinamarca,acelga,2012,2012B,9.0,6.0,30.0,5.0,transitorio
cundinamarca,acelga,2012,2012B,4.0,4.0,88.0,22.0,transitorio
cundinamarca,acelga,2012,2012B,1.0,1.0,20.0,20.0,transitorio
norte de santander,acelga,2012,2012B,1.0,1.0,16.0,16.0,transitorio
norte de santander,acelga,2012,2012B,1.0,1.0,5.0,10.0,transitorio
cauca,acelga,2013,2013A,15.0,14.0,308.0,22.0,transitorio
cauca,acelga,2013,2013A,1.0,1.0,0.0,0.5,transitorio
cundinamarca,acelga,2013,2013A,20.0,20.0,500.0,25.0,transitorio
cundinamarca,acelga,2013,2013A,9.0,8.0,96.0,12.0,transitorio
cundinamarca,acelga,2013,2013A,7.0,7.0,182.0,28.0,transitorio
cundinamarca,acelga,2013,2013A,1.0,1.0,24.0,22.0,transitorio
narino,acelga,2013,2013A,8.0,7.0,7.0,1.0,transitorio
norte de santander,acelga,2013,2013A,1.0,1.0,16.0,16.0,transitorio
putumayo,acelga,2013,2013A,5.0,5.0,63.0,12.5,transitorio
putumayo,acelga,2013,2013A,5.0,4.0,38.0,10.6,transitorio
putumayo,acelga,2013,2013A,4.0,3.0,35.0,12.5,transitorio
valle del cauca,acelga,2013,2013A,1.0,1.0,3.0,5.0,transitorio
cauca,acelga,2013,2013B,18.0,16.0,352.0,22.0,transitorio
cauca,acelga,2013,2013B,1.0,1.0,0.0,0.5,transitorio
cundinamarca,acelga,2013,2013B,10.0,9.0,225.0,25.0,transitorio
cundinamarca,acelga,2013,2013B,9.0,7.0,35.0,5.0,transitorio
cundinamarca,acelga,2013,2013B,7.0,5.0,132.0,28.0,transitorio
cundinamarca,acelga,2013,2013B,1.0,1.0,24.0,22.0,transitorio
narino,acelga,2013,2013B,8.0,7.0,7.0,1.0,transitorio
norte de santander,acelga,2013,2013B,1.0,1.0,16.0,16.0,transitorio
norte de santander,acelga,2013,2013B,1.0,1.0,10.0,10.0,transitorio
putumayo,acelga,2013,2013B,5.0,4.0,44.0,12.5,transitorio
putumayo,acelga,2013,2013B,5.0,4.0,40.0,10.6,transitorio
putumayo,acelga,2013,2013B,5.0,4.0,44.0,12.5,transitorio
valle del cauca,acelga,2013,2013B,1.0,1.0,3.0,5.0,transitorio
boyaca,acelga,2014,2014A,1.0,0.0,0.0,0.28,transitorio
cauca,acelga,2014,2014A,15.0,14.0,308.0,22.0,transitorio
cauca,acelga,2014,2014A,6.0,6.0,3.0,0.5,transitorio
cundinamarca,acelga,2014,2014A,20.0,20.0,500.0,25.0,transitorio
cundinamarca,acelga,2014,2014A,9.0,8.0,96.0,12.0,transitorio
cundinamarca,acelga,2014,2014A,6.0,6.0,132.0,24.0,transitorio
cundinamarca,acelga,2014,2014A,1.0,1.0,22.0,20.0,transitorio
narino,acelga,2014,2014A,1.0,1.0,1.0,0.6,transitorio
norte de santander,acelga,2014,2014A,1.0,1.0,16.0,16.0,transitorio
valle del cauca,acelga,2014,2014A,2.0,2.0,6.0,4.0,transitorio
valle del cauca,acelga,2014,2014A,0.0,0.0,2.0,5.0,transitorio
boyaca,acelga,2014,2014B,1.0,0.0,0.0,0.28,transitorio
cauca,acelga,2014,2014B,18.0,17.0,374.0,22.0,transitorio
cauca,acelga,2014,2014B,2.0,2.0,1.0,0.7,transitorio
cundinamarca,acelga,2014,2014B,10.0,9.0,225.0,25.0,transitorio
cundinamarca,acelga,2014,2014B,9.0,8.0,96.0,12.0,transitorio
cundinamarca,acelga,2014,2014B,6.0,5.0,120.0,24.0,transitorio
cundinamarca,acelga,2014,2014B,1.0,1.0,26.0,20.0,transitorio
norte de santander,acelga,2014,2014B,2.0,2.0,20.0,10.0,transitorio
valle del cauca,acelga,2014,2014B,2.0,2.0,5.0,2.5,transitorio
boyaca,acelga,2015,2015A,2.0,2.0,24.0,12.0,transitorio
boyaca,acelga,2015,2015A,2.0,2.0,8.0,4.1,transitorio
cauca,acelga,2015,2015A,16.0,15.0,330.0,22.0,transitorio
cauca,acelga,2015,2015A,1.0,1.0,0.0,0.4,transitorio
cundinamarca,acelga,2015,2015A,18.0,18.0,450.0,25.0,transitorio
cundinamarca,acelga,2015,2015A,10.0,9.0,108.0,12.0,transitorio
cundinamarca,acelga,2015,2015A,1.0,1.0,23.0,18.0,transitorio
cundinamarca,acelga,2015,2015A,1.0,1.0,23.0,23.0,transitorio
norte de santander,acelga,2015,2015A,1.0,1.0,8.0,16.0,transitorio
quindio,acelga,2015,2015A,1.0,1.0,8.0,16.8,transitorio
tolima,acelga,2015,2015A,3.0,3.0,2.0,0.6,transitorio
valle del cauca,acelga,2015,2015A,3.0,3.0,12.0,4.0,transitorio
boyaca,acelga,2015,2015B,2.0,2.0,24.0,12.0,transitorio
cauca,acelga,2015,2015B,17.0,16.0,352.0,22.0,transitorio
cauca,acelga,2015,2015B,1.0,1.0,1.0,0.7,transitorio
cundinamarca,acelga,2015,2015B,10.0,9.0,225.0,25.0,transitorio
cundinamarca,acelga,2015,2015B,10.0,10.0,114.0,12.0,transitorio
cundinamarca,acelga,2015,2015B,1.0,1.0,26.0,20.0,transitorio
cundinamarca,acelga,2015,2015B,1.0,1.0,24.0,24.0,transitorio
norte de santander,acelga,2015,2015B,1.0,1.0,8.0,16.0,transitorio
quindio,acelga,2015,2015B,1.0,1.0,8.0,16.8,transitorio
valle del cauca,acelga,2015,2015B,2.0,2.0,5.0,2.5,transitorio
antioquia,acelga,2016,2016A,11.0,11.0,297.0,27.0,transitorio
boyaca,acelga,2016,2016A,2.0,2.0,8.0,4.0,transitorio
cauca,acelga,2016,2016A,16.0,14.0,308.0,22.0,transitorio
cauca,acelga,2016,2016A,2.0,1.0,1.0,0.5,transitorio
cundinamarca,acelga,2016,2016A,20.0,20.0,500.0,25.0,transitorio
cundinamarca,acelga,2016,2016A,10.0,7.0,141.0,20.0,transitorio
cundinamarca,acelga,2016,2016A,9.0,8.0,88.0,11.0,transitorio
cundinamarca,acelga,2016,2016A,1.0,1.0,18.0,18.0,transitorio
norte de santander,acelga,2016,2016A,1.0,1.0,8.0,16.0,transitorio
valle del cauca,acelga,2016,2016A,3.0,3.0,12.0,4.0,transitorio
valle del cauca,acelga,2016,2016A,1.0,1.0,0.0,0.6,transitorio
antioquia,acelga,2016,2016B,11.0,11.0,297.0,27.0,transitorio
boyaca,acelga,2016,2016B,2.0,2.0,8.0,4.0,transitorio
cauca,acelga,2016,2016B,17.0,17.0,374.0,22.0,transitorio
cauca,acelga,2016,2016B,1.0,1.0,1.0,0.5,transitorio
cundinamarca,acelga,2016,2016B,20.0,9.0,225.0,25.0,transitorio
cundinamarca,acelga,2016,2016B,16.0,15.0,300.0,20.0,transitorio
cundinamarca,acelga,2016,2016B,12.0,8.0,88.0,11.0,transitorio
cundinamarca,acelga,2016,2016B,1.0,1.0,18.0,18.0,transitorio
norte de santander,acelga,2016,2016B,1.0,1.0,8.0,16.0,transitorio
valle del cauca,acelga,2016,2016B,2.0,2.0,8.0,4.0,transitorio
valle del cauca,acelga,2016,2016B,1.0,1.0,0.0,0.6,transitorio
antioquia,acelga,2017,2017A,9.0,9.0,243.0,27.0,transitorio
boyaca,acelga,2017,2017A,2.0,2.0,8.0,4.0,transitorio
boyaca,acelga,2017,2017A,1.0,1.0,6.0,6.0,transitorio
caqueta,acelga,2017,2017A,2.0,1.0,3.0,3.0,transitorio
cauca,acelga,2017,2017A,12.0,9.0,36.0,4.0,transitorio
cauca,acelga,2017,2017A,2.0,2.0,1.0,0.5,transitorio
cundinamarca,acelga,2017,2017A,22.0,22.0,550.0,25.0,transitorio
cundinamarca,acelga,2017,2017A,12.0,9.0,99.0,11.0,transitorio
cundinamarca,acelga,2017,2017A,9.0,9.0,172.0,20.0,transitorio
cundinamarca,acelga,2017,2017A,4.0,3.0,54.0,18.0,transitorio
cundinamarca,acelga,2017,2017A,1.0,1.0,18.0,18.0,transitorio
narino,acelga,2017,2017A,3.0,2.0,3.0,1.5,transitorio
norte de santander,acelga,2017,2017A,1.0,1.0,8.0,16.0,transitorio
valle del cauca,acelga,2017,2017A,3.0,3.0,12.0,4.0,transitorio
valle del cauca,acelga,2017,2017A,1.0,1.0,1.0,0.5,transitorio
antioquia,acelga,2017,2017B,15.0,15.0,422.0,28.1,transitorio
boyaca,acelga,2017,2017B,2.0,2.0,8.0,4.0,transitorio
boyaca,acelga,2017,2017B,1.0,1.0,3.0,6.0,transitorio
cauca,acelga,2017,2017B,14.0,13.0,56.0,4.3,transitorio
cauca,acelga,2017,2017B,2.0,2.0,1.0,0.7,transitorio
cundinamarca,acelga,2017,2017B,20.0,20.0,500.0,25.0,transitorio
cundinamarca,acelga,2017,2017B,12.0,8.0,88.0,11.0,transitorio
cundinamarca,acelga,2017,2017B,6.0,6.0,118.0,20.0,transitorio
cundinamarca,acelga,2017,2017B,4.0,3.0,54.0,18.0,transitorio
cundinamarca,acelga,2017,2017B,1.0,1.0,18.0,18.0,transitorio
narino,acelga,2017,2017B,3.0,3.0,5.0,1.5,transitorio
norte de santander,acelga,2017,2017B,1.0,1.0,16.0,16.0,transitorio
valle del cauca,acelga,2017,2017B,2.0,2.0,8.0,4.0,transitorio
valle del cauca,acelga,2017,2017B,1.0,1.0,0.0,0.5,transitorio
antioquia,acelga,2018,2018A,10.0,10.0,277.0,27.68,transitorio
boyaca,acelga,2018,2018A,2.0,2.0,8.0,4.0,transitorio
boyaca,acelga,2018,2018A,1.0,1.0,6.0,6.0,transitorio
caqueta,acelga,2018,2018A,3.0,3.0,9.0,3.0,transitorio
cauca,acelga,2018,2018A,10.0,10.0,43.0,4.3,transitorio
cauca,acelga,2018,2018A,3.0,3.0,2.0,0.7,transitorio
cundinamarca,acelga,2018,2018A,15.0,15.0,300.0,20.0,transitorio
cundinamarca,acelga,2018,2018A,12.0,12.0,132.0,11.0,transitorio
cundinamarca,acelga,2018,2018A,5.0,5.0,125.0,25.0,transitorio
cundinamarca,acelga,2018,2018A,4.0,4.0,72.0,18.0,transitorio
cundinamarca,acelga,2018,2018A,1.0,1.0,18.0,18.0,transitorio
narino,acelga,2018,2018A,8.0,8.0,12.0,1.5,transitorio
norte de santander,acelga,2018,2018A,1.0,1.0,16.0,16.0,transitorio
valle del cauca,acelga,2018,2018A,5.0,5.0,20.0,4.0,transitorio
valle del cauca,acelga,2018,2018A,1.0,1.0,1.0,0.5,transitorio
amazonas,achicoria,2007,2007B,4.0,4.0,4.0,1.0,transitorio
amazonas,achicoria,2007,2007B,2.0,2.0,2.0,1.0,transitorio
amazonas,achicoria,2008,2008A,6.0,6.0,6.0,1.0,transitorio
amazonas,achicoria,2008,2008A,3.0,3.0,3.0,1.0,transitorio
amazonas,achicoria,2008,2008B,6.0,6.0,6.0,1.0,transitorio
amazonas,achicoria,2008,2008B,3.0,3.0,3.0,1.0,transitorio
magdalena,aji,2006,2006B,68.0,68.0,498.0,7.32,transitorio
magdalena,aji,2006,2006B,64.0,46.0,374.0,8.13,transitorio
antioquia,ahuyama,2006,2006B,60.0,60.0,600.0,10.0,transitorio
atlantico,ahuyama,2006,2006B,70.0,64.0,512.0,8.0,transitorio
atlantico,ahuyama,2006,2006B,50.0,30.0,180.0,6.0,transitorio
atlantico,ahuyama,2006,2006B,30.0,25.0,200.0,8.0,transitorio
atlantico,ahuyama,2006,2006B,15.0,12.0,240.0,20.0,transitorio
atlantico,ahuyama,2006,2006B,15.0,12.0,72.0,6.0,transitorio
atlantico,ahuyama,2006,2006B,10.0,7.0,28.0,4.0,transitorio
atlantico,ahuyama,2006,2006B,10.0,10.0,140.0,14.0,transitorio
atlantico,ahuyama,2006,2006B,4.0,3.0,8.0,2.5,transitorio
atlantico,ahuyama,2006,2006B,2.0,2.0,8.0,4.0,transitorio
bolivar,ahuyama,2006,2006B,80.0,50.0,300.0,6.0,transitorio
bolivar,ahuyama,2006,2006B,80.0,10.0,60.0,6.0,transitorio
bolivar,ahuyama,2006,2006B,35.0,5.0,30.0,6.0,transitorio
boyaca,ahuyama,2006,2006B,15.0,10.0,60.0,6.0,transitorio
boyaca,ahuyama,2006,2006B,10.0,10.0,70.0,7.0,transitorio
boyaca,ahuyama,2006,2006B,5.0,5.0,20.0,4.0,transitorio
boyaca,ahuyama,2006,2006B,3.0,3.0,4.0,1.5,transitorio
caldas,ahuyama,2006,2006B,25.0,25.0,491.0,19.64,transitorio
caldas,ahuyama,2006,2006B,18.0,18.0,360.0,20.0,transitorio
caldas,ahuyama,2006,2006B,3.0,3.0,30.0,10.0,transitorio
caldas,ahuyama,2006,2006B,3.0,3.0,45.0,15.0,transitorio
cauca,ahuyama,2006,2006B,30.0,30.0,360.0,12.0,transitorio
cauca,ahuyama,2006,2006B,25.0,25.0,375.0,15.0,transitorio
cauca,ahuyama,2006,2006B,20.0,20.0,240.0,12.0,transitorio
cauca,ahuyama,2006,2006B,20.0,20.0,160.0,8.0,transitorio
cauca,ahuyama,2006,2006B,12.0,12.0,120.0,10.0,transitorio
cauca,ahuyama,2006,2006B,8.0,8.0,96.0,12.0,transitorio
cauca,ahuyama,2006,2006B,2.0,2.0,19.0,12.67,transitorio
cesar,ahuyama,2006,2006B,120.0,120.0,950.0,7.92,transitorio
cesar,ahuyama,2006,2006B,100.0,100.0,900.0,9.0,transitorio
cesar,ahuyama,2006,2006B,30.0,30.0,300.0,10.0,transitorio
cordoba,ahuyama,2006,2006B,25.0,25.0,500.0,20.0,transitorio
cordoba,ahuyama,2006,2006B,9.0,9.0,54.0,6.0,transitorio
cundinamarca,ahuyama,2006,2006B,25.0,25.0,270.0,10.8,transitorio
cundinamarca,ahuyama,2006,2006B,20.0,19.0,95.0,5.0,transitorio
cundinamarca,ahuyama,2006,2006B,15.0,15.0,69.0,4.6,transitorio
huila,ahuyama,2006,2006B,120.0,120.0,1800.0,15.0,transitorio
huila,ahuyama,2006,2006B,25.0,25.0,375.0,15.0,transitorio
huila,ahuyama,2006,2006B,18.0,18.0,360.0,20.0,transitorio
huila,ahuyama,2006,2006B,15.0,15.0,225.0,15.0,transitorio
huila,ahuyama,2006,2006B,10.0,10.0,200.0,20.0,transitorio
huila,ahuyama,2006,2006B,10.0,10.0,150.0,15.0,transitorio
huila,ahuyama,2006,2006B,5.0,5.0,90.0,18.0,transitorio
huila,ahuyama,2006,2006B,5.0,5.0,75.0,15.0,transitorio
huila,ahuyama,2006,2006B,5.0,5.0,90.0,18.0,transitorio
huila,ahuyama,2006,2006B,4.0,4.0,56.0,14.0,transitorio
huila,ahuyama,2006,2006B,4.0,4.0,80.0,20.0,transitorio
huila,ahuyama,2006,2006B,3.0,3.0,45.0,15.0,transitorio
huila,ahuyama,2006,2006B,3.0,3.0,60.0,20.0,transitorio
la guajira,ahuyama,2006,2006B,50.0,50.0,350.0,7.0,transitorio
la guajira,ahuyama,2006,2006B,46.0,45.0,675.0,15.0,transitorio
la guajira,ahuyama,2006,2006B,26.0,24.0,144.0,6.0,transitorio
la guajira,ahuyama,2006,2006B,25.0,22.0,154.0,7.0,transitorio
la guajira,ahuyama,2006,2006B,16.0,14.0,98.0,7.0,transitorio
la guajira,ahuyama,2006,2006B,12.0,10.0,100.0,10.0,transitorio
norte de santander,ahuyama,2006,2006B,5.0,5.0,100.0,20.0,transitorio
quindio,ahuyama,2006,2006B,36.0,36.0,888.0,25.0,transitorio
quindio,ahuyama,2006,2006B,27.0,27.0,602.0,22.46,transitorio
quindio,ahuyama,2006,2006B,17.0,16.0,408.0,25.5,transitorio
quindio,ahuyama,2006,2006B,11.0,11.0,210.0,20.0,transitorio
quindio,ahuyama,2006,2006B,5.0,5.0,80.0,17.78,transitorio
quindio,ahuyama,2006,2006B,4.0,4.0,100.0,25.0,transitorio
quindio,ahuyama,2006,2006B,3.0,3.0,38.0,15.0,transitorio
quindio,ahuyama,2006,2006B,1.0,1.0,18.0,15.0,transitorio
santander,ahuyama,2006,2006B,70.0,65.0,2145.0,33.0,transitorio
santander,ahuyama,2006,2006B,32.0,7.0,126.0,18.0,transitorio
santander,ahuyama,2006,2006B,15.0,13.0,351.0,27.0,transitorio
santander,ahuyama,2006,2006B,1.0,1.0,20.0,40.0,transitorio
tolima,ahuyama,2006,2006B,245.0,220.0,4150.0,18.86,transitorio
tolima,ahuyama,2006,2006B,60.0,50.0,500.0,10.0,transitorio
tolima,ahuyama,2006,2006B,12.0,10.0,108.0,10.8,transitorio
valle del cauca,ahuyama,2006,2006B,53.0,53.0,848.0,16.0,transitorio
valle del cauca,ahuyama,2006,2006B,30.0,26.0,390.0,15.0,transitorio
valle del cauca,ahuyama,2006,2006B,25.0,24.0,423.0,18.0,transitorio
valle del cauca,ahuyama,2006,2006B,17.0,17.0,340.0,20.0,transitorio
valle del cauca,ahuyama,2006,2006B,17.0,17.0,255.0,15.0,transitorio
valle del cauca,ahuyama,2006,2006B,13.0,13.0,268.0,20.0,transitorio
valle del cauca,ahuyama,2006,2006B,13.0,9.0,149.0,16.56,transitorio
valle del cauca,ahuyama,2006,2006B,12.0,12.0,132.0,11.0,transitorio
valle del cauca,ahuyama,2006,2006B,10.0,10.0,160.0,16.0,transitorio
valle del cauca,ahuyama,2006,2006B,10.0,10.0,200.0,20.0,transitorio
valle del cauca,ahuyama,2006,2006B,10.0,10.0,150.0,15.0,transitorio
valle del cauca,ahuyama,2006,2006B,8.0,8.0,120.0,15.0,transitorio
valle del cauca,ahuyama,2006,2006B,7.0,7.0,91.0,13.0,transitorio
valle del cauca,ahuyama,2006,2006B,7.0,7.0,77.0,11.0,transitorio
valle del cauca,ahuyama,2006,2006B,6.0,6.0,90.0,15.0,transitorio
valle del cauca,ahuyama,2006,2006B,5.0,5.0,125.0,25.0,transitorio
valle del cauca,ahuyama,2006,2006B,5.0,5.0,100.0,20.0,transitorio
valle del cauca,ahuyama,2006,2006B,3.0,3.0,47.0,15.6,transitorio
valle del cauca,ahuyama,2006,2006B,2.0,2.0,31.0,15.63,transitorio
valle del cauca,ahuyama,2006,2006B,1.0,1.0,15.0,15.0,transitorio
antioquia,ahuyama,2007,2007A,50.0,50.0,500.0,10.0,transitorio
atlantico,ahuyama,2007,2007A,65.0,60.0,360.0,6.0,transitorio
atlantico,ahuyama,2007,2007A,40.0,36.0,252.0,7.0,transitorio
atlantico,ahuyama,2007,2007A,20.0,16.0,320.0,20.0,transitorio
atlantico,ahuyama,2007,2007A,10.0,10.0,140.0,14.0,transitorio
atlantico,ahuyama,2007,2007A,6.0,6.0,4.0,0.6,transitorio
atlantico,ahuyama,2007,2007A,3.0,3.0,9.0,3.5,transitorio
atlantico,ahuyama,2007,2007A,2.0,2.0,8.0,4.0,transitorio
bolivar,ahuyama,2007,2007A,120.0,50.0,500.0,10.0,transitorio
bolivar,ahuyama,2007,2007A,120.0,25.0,100.0,4.0,transitorio
bolivar,ahuyama,2007,2007A,25.0,20.0,300.0,15.0,transitorio
boyaca,ahuyama,2007,2007A,12.0,12.0,84.0,7.0,transitorio
boyaca,ahuyama,2007,2007A,5.0,2.0,15.0,7.5,transitorio
boyaca,ahuyama,2007,2007A,4.0,4.0,16.0,4.0,transitorio
boyaca,ahuyama,2007,2007A,3.0,3.0,5.0,1.67,transitorio
caldas,ahuyama,2007,2007A,60.0,60.0,1145.0,19.08,transitorio
caldas,ahuyama,2007,2007A,18.0,18.0,360.0,20.0,transitorio
caldas,ahuyama,2007,2007A,13.0,11.0,110.0,10.0,transitorio
caldas,ahuyama,2007,2007A,4.0,4.0,60.0,15.0,transitorio
cauca,ahuyama,2007,2007A,30.0,30.0,360.0,12.0,transitorio
cauca,ahuyama,2007,2007A,25.0,25.0,200.0,8.0,transitorio
cauca,ahuyama,2007,2007A,18.0,18.0,225.0,12.5,transitorio
cauca,ahuyama,2007,2007A,12.0,12.0,233.0,18.87,transitorio
cauca,ahuyama,2007,2007A,12.0,12.0,120.0,10.0,transitorio
cauca,ahuyama,2007,2007A,8.0,8.0,96.0,12.0,transitorio
cauca,ahuyama,2007,2007A,2.0,2.0,20.0,11.11,transitorio
cesar,ahuyama,2007,2007A,150.0,150.0,2250.0,15.0,transitorio
cesar,ahuyama,2007,2007A,100.0,100.0,950.0,9.5,transitorio
cesar,ahuyama,2007,2007A,80.0,80.0,650.0,8.13,transitorio
cesar,ahuyama,2007,2007A,6.0,6.0,60.0,10.0,transitorio
cordoba,ahuyama,2007,2007A,4.0,4.0,144.0,36.0,transitorio
cundinamarca,ahuyama,2007,2007A,25.0,25.0,270.0,10.8,transitorio
cundinamarca,ahuyama,2007,2007A,15.0,15.0,69.0,4.6,transitorio
huila,ahuyama,2007,2007A,100.0,100.0,1800.0,18.0,transitorio
huila,ahuyama,2007,2007A,40.0,40.0,760.0,19.0,transitorio
huila,ahuyama,2007,2007A,16.0,16.0,240.0,15.0,transitorio
huila,ahuyama,2007,2007A,15.0,15.0,225.0,15.0,transitorio
huila,ahuyama,2007,2007A,14.0,12.0,240.0,20.0,transitorio
huila,ahuyama,2007,2007A,10.0,10.0,150.0,15.0,transitorio
huila,ahuyama,2007,2007A,8.0,8.0,144.0,18.0,transitorio
huila,ahuyama,2007,2007A,6.0,6.0,90.0,15.0,transitorio
huila,ahuyama,2007,2007A,5.0,5.0,75.0,15.0,transitorio
huila,ahuyama,2007,2007A,5.0,4.0,56.0,14.0,transitorio
huila,ahuyama,2007,2007A,5.0,5.0,90.0,18.0,transitorio
huila,ahuyama,2007,2007A,3.0,3.0,57.0,19.0,transitorio
la guajira,ahuyama,2007,2007A,20.0,18.0,108.0,6.0,transitorio
la guajira,ahuyama,2007,2007A,18.0,15.0,150.0,10.0,transitorio
la guajira,ahuyama,2007,2007A,16.0,14.0,84.0,6.0,transitorio
la guajira,ahuyama,2007,2007A,4.0,3.0,15.0,5.0,transitorio
norte de santander,ahuyama,2007,2007A,5.0,5.0,100.0,20.0,transitorio
quindio,ahuyama,2007,2007A,19.0,19.0,425.0,21.91,transitorio
